,Chr,Start,Stop,Samples,Sample_indices,Strand,Listing,Listing_subject,High,Low,UniqueIdentifier,pt87_lo_TPM,pt87_lo_Reads,pt214_hi_TPM,pt214_hi_Reads,pt214_lo_TPM,pt214_lo_Reads,pt221_lo_TPM,pt221_lo_Reads,pt226_lo_TPM,pt226_lo_Reads,pt221_hi_TPM,pt221_hi_Reads,pt226_hi_TPM,pt226_hi_Reads,pt212_lo_TPM,pt212_lo_Reads,pt87_hi_TPM,pt87_hi_Reads,pt212_hi_TPM,pt212_hi_Reads,Annotation,Distance to TSS,Nearest Ensembl,Gene Name,Gene Description,Gene Type,Annotations_short,CpG%,GC%,TRA,AIRE,Fezf2,Housekeeping,AIRE_dep_TRA,Fezf2_dep_TRA,other_TRA,Class
12102,chr12,106302811,106302827,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_11096,pt214_lo_11777,pt87_lo_11728",+,3,3,0,3,12102,3.19502925918904,3.0,0.0,0.0,10.353037816745331,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55313350853812,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001286262),86,ENSG00000166046,TCP11L2,t-complex 11 like 2,protein-coding,promoter-TSS,0.093333,0.698835,False,False,False,False,False,False,False,Low
12109,chr12,106955906,106955924,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_11098,pt214_lo_11778,pt87_lo_11729",+,3,3,0,3,12109,17.446853508577245,3.0,0.0,0.0,17.86379726939626,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84322728579456,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001319662),8,ENSG00000151135,TMEM263,transmembrane protein 263,protein-coding,promoter-TSS,0.135,0.748752,False,False,False,True,False,False,False,Low
12139,chr12,108857579,108857583,"pt214_lo,pt87_lo","pt214_lo_12332,pt87_lo_12256",-,2,2,0,2,12139,8.55201007665832,2.0,0.0,0.0,2.2996540540845127,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001161330),2,ENSG00000084112,SSH1,slingshot protein phosphatase 1,protein-coding,promoter-TSS,0.141667,0.77371,False,False,False,False,False,False,False,Low
12141,chr12,109093434,109093436,"pt212_lo,pt214_lo,pt221_lo","pt212_lo_11632,pt214_lo_12334,pt221_lo_8053",-,3,3,0,3,12141,0.0,0.0,0.0,0.0,4.515486096033654,3.0,2.38946354086474,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4987056720688496,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001001655),37,ENSG00000189046,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",protein-coding,promoter-TSS,0.061667,0.589018,False,False,False,True,False,False,False,Low
12163,chr12,110124357,110124360,"pt226_lo,pt87_lo","pt226_lo_8093,pt87_lo_11737",+,2,2,0,2,12163,2.5358259942274097,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33624491636707,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_144951),2,ENSG00000122970,IFT81,intraflagellar transport 81,protein-coding,promoter-TSS,0.091667,0.618968,False,False,False,False,False,False,False,Low
12166,chr12,110269650,110269661,"pt214_lo,pt87_lo","pt214_lo_12343,pt87_lo_12265",-,2,2,0,2,12166,3.5595547025417495,2.0,0.0,0.0,10.00925182784587,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,-11591,ENSG00000174437,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,protein-coding,Intergeni,0.013333,0.519135,False,False,False,False,False,False,False,Low
12187,chr12,110534119,110534131,"pt212_lo,pt87_lo","pt212_lo_11653,pt87_lo_12274",-,2,2,0,2,12187,2.753798419061131,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4080386576427366,3.0,0.0,0.0,0.0,0.0,TTS (NM_001286535),31794,ENSG00000151164,RAD9B,RAD9 checkpoint clamp component B,protein-coding,TTS,0.005,0.366057,True,False,False,False,False,False,True,Low
12229,chr12,112022879,112022897,"pt214_lo,pt87_lo","pt214_lo_12360,pt87_lo_12284",-,2,2,0,2,12229,6.96287403513812,2.0,0.0,0.0,4.440744726888954,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_001034025, exon 2 of 2)",9462,ENSG00000089248,ERP29,endoplasmic reticulum protein 29,protein-coding,3' UTR,0.003333,0.377704,False,False,False,False,False,False,False,Low
12257,chr12,112907142,112907173,"pt214_lo,pt226_lo","pt214_lo_11808,pt226_lo_8105",+,2,2,0,2,12257,0.0,0.0,0.0,0.0,7.134297803876647,3.0,0.0,0.0,2.9639237724596628,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_016816, exon 1 of 6)",196,ENSG00000089127,OAS1,2'-5'-oligoadenylate synthetase 1,protein-coding,exon,0.006667,0.464226,False,True,True,False,False,False,False,Low
12302,chr12,116277684,116277696,"pt212_lo,pt226_lo","pt212_lo_11675,pt226_lo_8506",-,2,2,0,2,12302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0467831734266007,3.0,0.0,0.0,0.0,0.0,3.81612000330422,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_015335),-504,ENSG00000123066,MED13L,mediator complex subunit 13L,protein-coding,promoter-TSS,0.135,0.785358,False,False,False,False,False,False,False,Low
12328,chr12,118061335,118061355,"pt212_lo,pt226_lo","pt212_lo_11682,pt226_lo_8510",-,2,2,0,2,12328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6744458745095727,2.0,0.0,0.0,0.0,0.0,9.87646522276067,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_018639),-134,ENSG00000176871,WSB2,WD repeat and SOCS box containing 2,protein-coding,promoter-TSS,0.063333,0.613977,False,False,False,True,False,False,False,Low
12347,chr12,118246061,118246065,"pt212_lo,pt221_lo,pt226_lo","pt212_lo_11143,pt221_lo_7726,pt226_lo_8119",+,3,3,0,3,12347,0.0,0.0,0.0,0.0,0.0,0.0,3.3878529924111698,3.0,15.015933363662526,2.0,0.0,0.0,0.0,0.0,7.1070197042486525,2.0,0.0,0.0,0.0,0.0,"intron (NM_001346490, intron 3 of 21)",-55528,ENSG00000135090,TAOK3,TAO kinase 3,protein-coding,intron,0.023333,0.374376,False,False,False,False,False,False,False,Low
12392,chr12,120198955,120198971,"pt214_lo,pt87_lo","pt214_lo_12394,pt87_lo_12304",-,2,2,0,2,12392,9.51787325296426,2.0,0.0,0.0,7.636880701686349,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_053275, exon 5 of 8)",2148,ENSG00000089157,RPLP0,ribosomal protein lateral stalk subunit P0,protein-coding,exon,0.016667,0.527454,False,False,False,False,False,False,False,Low
12400,chr12,120201342,120201354,"pt212_lo,pt214_lo","pt212_lo_11151,pt214_lo_11828",+,2,2,0,2,12400,0.0,0.0,0.0,0.0,3.1457991159946337,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.220183417140436,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_038924),57,ENSG00000255857,PXN-AS1,PXN antisense RNA 1,ncRNA,promoter-TSS,0.085,0.62396,False,False,False,False,False,False,False,Low
12407,chr12,120265768,120265771,"pt212_lo,pt221_lo","pt212_lo_11697,pt221_lo_8100",-,2,2,0,2,12407,0.0,0.0,0.0,0.0,0.0,0.0,2.4704297215510067,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.368448951135006,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001243756),1,ENSG00000089159,PXN,paxillin,protein-coding,promoter-TSS,0.1,0.697171,False,False,False,False,False,False,False,Low
12445,chr12,120904356,120904377,"pt214_lo,pt221_lo,pt226_lo,pt87_lo","pt214_lo_12405,pt221_lo_8108,pt226_lo_8523,pt87_lo_12315",-,4,4,0,4,12445,15.82237899139319,4.0,0.0,0.0,4.550526982275803,3.0,3.6992761304018846,3.0,2.8050282382788456,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_131215),-9,ENSG00000157837,SPPL3,signal peptide peptidase like 3,protein-coding,promoter-TSS,0.088333,0.665557,False,False,False,True,False,False,False,Low
12508,chr12,122701972,122701988,"pt212_lo,pt214_lo","pt212_lo_11729,pt214_lo_12427",-,2,2,0,2,12508,0.0,0.0,0.0,0.0,4.019359462501988,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11880850645704,2.0,0.0,0.0,0.0,0.0,"3' UTR (NM_177551, exon 1 of 1)",1377,ENSG00000182782,HCAR2,hydroxycarboxylic acid receptor 2,protein-coding,3' UTR,0.031667,0.522463,False,False,False,False,False,False,False,Low
12509,chr12,122702050,122702070,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_11730,pt214_lo_12428,pt87_lo_12334",-,3,3,0,3,12509,2.694518671286789,4.0,0.0,0.0,9.541127601228952,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.952072756163995,3.0,0.0,0.0,0.0,0.0,"3' UTR (NM_177551, exon 1 of 1)",1297,ENSG00000182782,HCAR2,hydroxycarboxylic acid receptor 2,protein-coding,3' UTR,0.036667,0.529118,False,False,False,False,False,False,False,Low
12527,chr12,122834738,122834760,"pt212_lo,pt214_lo,pt221_lo,pt87_lo","pt212_lo_11178,pt214_lo_11858,pt221_lo_7751,pt87_lo_11799",+,4,4,0,4,12527,2.627453390626704,3.0,0.0,0.0,3.892552094091584,3.0,2.879226180662646,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3945267411782374,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001303099),1,ENSG00000130787,HIP1R,huntingtin interacting protein 1 related,protein-coding,promoter-TSS,0.03,0.487521,False,False,False,False,False,False,False,Low
12632,chr12,130953888,130953907,"pt214_lo,pt226_lo","pt214_lo_11878,pt226_lo_8168",+,2,2,0,2,12632,0.0,0.0,0.0,0.0,5.411788350980164,2.0,0.0,0.0,3.091985952574956,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001330497),-9,ENSG00000111452,ADGRD1,adhesion G protein-coupled receptor D1,protein-coding,promoter-TSS,0.023333,0.472546,False,False,False,False,False,False,False,Low
12644,chr12,132084309,132084331,"pt212_lo,pt214_lo","pt212_lo_11206,pt214_lo_11882",+,2,2,0,2,12644,0.0,0.0,0.0,0.0,2.507461783498724,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.175922894390082,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_003290),37,ENSG00000185684,EP400P1,EP400 pseudogene 1,pseudo,promoter-TSS,0.106667,0.675541,False,False,False,False,False,False,False,Low
12699,chr13,19646647,19646663,"pt212_lo,pt226_lo","pt212_lo_11766,pt226_lo_8560",+,2,2,0,2,12699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.948086277843137,5.0,0.0,0.0,0.0,0.0,3.6381739299884894,2.0,0.0,0.0,0.0,0.0,"exon (NM_017520, exon 3 of 14)",12996,ENSG00000196199,MPHOSPH8,M-phase phosphoprotein 8,protein-coding,exon,0.011667,0.382696,False,False,False,False,False,False,False,Low
12721,chr13,20232308,20232319,"pt212_lo,pt214_lo,pt221_lo,pt226_lo,pt87_lo","pt212_lo_11914,pt214_lo_12646,pt221_lo_8265,pt226_lo_8665,pt87_lo_12523",-,5,5,0,5,12721,14.38602551832318,2.0,0.0,0.0,39.4778802258941,3.0,2.531518787560999,7.0,6.728508742540993,4.0,0.0,0.0,0.0,0.0,7.23731216531843,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001110220),5,ENSG00000121742,GJB6,gap junction protein beta 6,protein-coding,promoter-TSS,0.096667,0.730449,False,False,False,False,False,False,False,Low
12729,chr13,21061546,21061551,"pt212_lo,pt214_lo","pt212_lo_11918,pt214_lo_12651",-,2,2,0,2,12729,0.0,0.0,0.0,0.0,3.8301234650367335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.525096958301901,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_014572),37,ENSG00000150457,LATS2,large tumor suppressor kinase 2,protein-coding,promoter-TSS,0.08,0.607321,False,False,False,False,False,False,False,Low
12748,chr13,23375496,23375525,"pt212_lo,pt214_lo","pt212_lo_11922,pt214_lo_12654",-,2,2,0,2,12748,0.0,0.0,0.0,0.0,2.4202794063805575,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.496137468925392,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001278055),-3,ENSG00000151835,SACS,sacsin molecular chaperone,protein-coding,promoter-TSS,0.09,0.672213,False,False,False,False,False,False,False,Low
12766,chr13,24922821,24922844,"pt214_lo,pt87_lo","pt214_lo_12657,pt87_lo_12530",-,2,2,0,2,12766,4.0441524623492,3.0,0.0,0.0,2.550253207898817,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_047595),28,ENSG00000151849,CENPJ,centromere protein J,protein-coding,promoter-TSS,0.09,0.582363,False,False,False,False,False,False,False,Low
12784,chr13,26254121,26254129,"pt212_lo,pt221_lo","pt212_lo_11781,pt221_lo_8155",+,2,2,0,2,12784,0.0,0.0,0.0,0.0,0.0,0.0,3.236471911009465,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.960922660592337,4.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001260),-4,ENSG00000132964,CDK8,cyclin dependent kinase 8,protein-coding,promoter-TSS,0.063333,0.577371,False,False,False,True,False,False,False,Low
12794,chr13,27251444,27251448,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_11782,pt214_lo_12489,pt226_lo_8570",+,3,3,0,3,12794,0.0,0.0,0.0,0.0,10.750785608521692,4.0,0.0,0.0,5.037042061544316,3.0,0.0,0.0,0.0,0.0,8.137447959704218,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_000982).2,-109,ENSG00000122026,RPL21,ribosomal protein L21,protein-coding,promoter-TSS,0.061667,0.499168,False,False,False,False,False,False,False,Low
12800,chr13,27270810,27270836,"pt214_lo,pt221_lo,pt87_lo","pt214_lo_12491,pt221_lo_8159,pt87_lo_12388",+,3,3,0,3,12800,15.90384877508063,2.0,0.0,0.0,13.37453286003538,2.0,11.970481665797427,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001331126),-354,ENSG00000122035,RASL11A,RAS like family 11 member A,protein-coding,promoter-TSS,0.091667,0.648918,False,True,False,False,False,False,False,Low
12802,chr13,27424700,27424705,"pt212_lo,pt87_lo","pt212_lo_11785,pt87_lo_12390",+,2,2,0,2,12802,3.067970221330969,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5441087808536276,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_002097),84,ENSG00000122034,GTF3A,general transcription factor IIIA,protein-coding,promoter-TSS,0.105,0.637271,False,False,False,True,False,False,False,Low
12834,chr13,29850667,29850686,"pt212_lo,pt214_lo","pt212_lo_11933,pt214_lo_12666",-,2,2,0,2,12834,0.0,0.0,0.0,0.0,5.006864377963596,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.860003482616511,5.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_007106),-60,ENSG00000122042,UBL3,ubiquitin like 3,protein-coding,promoter-TSS,0.046667,0.52579,False,False,False,True,False,False,False,Low
12838,chr13,30422228,30422246,"pt212_lo,pt226_lo","pt212_lo_11935,pt226_lo_8677",-,2,2,0,2,12838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.492062953773851,2.0,0.0,0.0,0.0,0.0,3.3054385140987015,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001355247),7,ENSG00000225039,LINC01058,long intergenic non-protein coding RNA 1058,ncRNA,promoter-TSS,0.075,0.608985,False,False,False,False,False,False,False,Low
12893,chr13,32586550,32586560,"pt214_lo,pt87_lo","pt214_lo_12507,pt87_lo_12404",+,2,2,0,2,12893,7.9932966730966895,2.0,0.0,0.0,2.374205167392964,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5' UTR (NM_015032, exon 1 of 35)",103,ENSG00000083642,PDS5B,PDS5 cohesin associated factor B,protein-coding,5' UTR,0.106667,0.637271,False,False,False,False,False,False,False,Low
12894,chr13,33285743,33285767,"pt214_lo,pt87_lo","pt214_lo_12681,pt87_lo_12548",-,2,2,0,2,12894,4.8799147817518564,2.0,0.0,0.0,2.7952977054790398,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_178006),0,ENSG00000133121,STARD13,StAR related lipid transfer domain containing 13,protein-coding,promoter-TSS,0.025,0.480865,False,True,False,False,False,False,False,Low
12902,chr13,36346672,36346696,"pt214_lo,pt87_lo","pt214_lo_12683,pt87_lo_12551",-,2,2,0,2,12902,2.304395038288376,3.0,0.0,0.0,7.322409681551541,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001142296),113,ENSG00000133104,SPART,spartin,protein-coding,promoter-TSS,0.05,0.50416,False,False,False,False,False,False,False,Low
12914,chr13,38361891,38361905,"pt214_lo,pt87_lo","pt214_lo_12512,pt87_lo_12408",+,2,2,0,2,12914,4.04172584752388,2.0,0.0,0.0,3.442536726643728,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"non-coding (NR_104585, exon 5 of 5)",12047,ENSG00000120686,UFM1,ubiquitin fold modifier 1,protein-coding,non-coding,0.003333,0.381032,False,False,False,False,False,False,False,Low
12940,chr13,40921738,40921766,"pt214_lo,pt226_lo","pt214_lo_12691,pt226_lo_8694",-,2,2,0,2,12940,0.0,0.0,0.0,0.0,2.87201952322184,2.0,0.0,0.0,4.2863829873370864,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_038258),-2,,TPTE2P5,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5,pseudo,promoter-TSS,0.083333,0.607321,False,False,False,False,False,False,False,Low
12943,chr13,40941011,40941014,"pt214_lo,pt221_lo","pt214_lo_12692,pt221_lo_8290",-,2,2,0,2,12943,0.0,0.0,0.0,0.0,4.867079040835954,2.0,11.857878097415531,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_172373, exon 8 of 9)",-19239,ENSG00000239827,SUGT1P3,SUGT1 pseudogene 3,pseudo,exon,0.011667,0.397671,False,False,False,False,False,False,False,Low
12969,chr13,42040566,42040600,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_11809,pt214_lo_12523,pt226_lo_8584",+,3,3,0,3,12969,0.0,0.0,0.0,0.0,11.1658714392568,6.0,0.0,0.0,3.333577251322008,3.0,0.0,0.0,0.0,0.0,3.863525901388024,3.0,0.0,0.0,0.0,0.0,"intron (NM_001204504, intron 1 of 29)",547,ENSG00000102780,DGKH,diacylglycerol kinase eta,protein-coding,intron,0.125,0.753744,False,False,False,False,False,False,False,Low
12971,chr13,42272023,42272036,"pt214_lo,pt226_lo","pt214_lo_12524,pt226_lo_8585",+,2,2,0,2,12971,0.0,0.0,0.0,0.0,3.489885137269204,3.0,0.0,0.0,2.8120316724717167,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_016248),-122,ENSG00000023516,AKAP11,A-kinase anchoring protein 11,protein-coding,promoter-TSS,0.083333,0.65391,False,False,False,False,False,False,False,Low
12982,chr13,42992305,42992312,"pt212_lo,pt87_lo","pt212_lo_11968,pt87_lo_12567",-,2,2,0,2,12982,3.088072919249024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.374051458069215,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001330543),-68,ENSG00000133106,EPSTI1,epithelial stromal interaction 1,protein-coding,promoter-TSS,0.033333,0.454243,False,False,False,False,False,False,False,Low
12995,chr13,43786906,43786909,"pt214_lo,pt87_lo","pt214_lo_12703,pt87_lo_12568",-,2,2,0,2,12995,16.18529878534443,2.0,0.0,0.0,12.37840388635244,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001347968),64,ENSG00000120658,ENOX1,ecto-NOX disulfide-thiol exchanger 1,protein-coding,promoter-TSS,0.13,0.728785,False,False,False,False,False,False,False,Low
13009,chr13,44306699,44306704,"pt214_lo,pt226_lo","pt214_lo_12527,pt226_lo_8589",+,2,2,0,2,13009,0.0,0.0,0.0,0.0,6.44557963361723,2.0,0.0,0.0,7.310797395408016,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,-66948,ENSG00000151778,SERP2,stress associated endoplasmic reticulum protein family member 2,protein-coding,Intergeni,0.016667,0.500832,False,False,False,False,False,False,False,Low
13013,chr13,44307056,44307058,"pt214_lo,pt221_lo,pt226_lo,pt87_lo","pt214_lo_12531,pt221_lo_8187,pt226_lo_8592,pt87_lo_12425",+,4,4,0,4,13013,8.37856494894628,2.0,0.0,0.0,17.05954464803521,2.0,5.5105623367318515,2.0,9.57234252304144,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,-66593,ENSG00000151778,SERP2,stress associated endoplasmic reticulum protein family member 2,protein-coding,Intergeni,0.023333,0.514143,False,False,False,False,False,False,False,Low
13014,chr13,44310086,44310095,"pt212_lo,pt214_lo,pt87_lo","pt212_lo_11972,pt214_lo_12706,pt87_lo_12572",-,3,3,0,3,13014,7.0561863967643115,2.0,0.0,0.0,5.14460638410976,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61537646213579,2.0,0.0,0.0,0.0,0.0,Intergenic,-63559,ENSG00000151778,SERP2,stress associated endoplasmic reticulum protein family member 2,protein-coding,Intergeni,0.018333,0.460899,False,False,False,False,False,False,False,Low
13015,chr13,44310122,44310124,"pt214_lo,pt226_lo","pt214_lo_12707,pt226_lo_8701",-,2,2,0,2,13015,0.0,0.0,0.0,0.0,10.478878516069171,2.0,0.0,0.0,2.56319046116694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,-63527,ENSG00000151778,SERP2,stress associated endoplasmic reticulum protein family member 2,protein-coding,Intergeni,0.016667,0.460899,False,False,False,False,False,False,False,Low
13049,chr13,45337071,45337082,"pt212_lo,pt214_lo,pt226_lo","pt212_lo_11982,pt214_lo_12720,pt226_lo_8710",-,3,3,0,3,13049,0.0,0.0,0.0,0.0,8.296917987609834,3.0,0.0,0.0,2.55638545734666,2.0,0.0,0.0,0.0,0.0,27.13677554298408,6.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_145985),532,ENSG00000199477,SNORA31,"small nucleolar RNA, H/ACA box 31",snoRNA,promoter-TSS,0.003333,0.362729,False,False,False,False,False,False,False,Low
13061,chr13,45340166,45340179,"pt214_lo,pt226_lo,pt87_lo","pt214_lo_12734,pt226_lo_8720,pt87_lo_12593",-,3,3,0,3,13061,5.01539138898051,3.0,0.0,0.0,23.26826543025661,2.0,0.0,0.0,2.509735765246799,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_001286272, exon 3 of 6)",1010,ENSG00000133112,TPT1,"tumor protein, translationally-controlled 1",protein-coding,exon,0.053333,0.515807,False,False,False,False,False,False,False,Low
13105,chr13,46387766,46387781,"pt214_lo,pt87_lo","pt214_lo_12546,pt87_lo_12437",+,2,2,0,2,13105,2.80615213155716,2.0,0.0,0.0,2.448301735322013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001286763),-274,ENSG00000102445,RUBCNL,rubicon like autophagy enhancer,protein-coding,promoter-TSS,0.075,0.603993,False,True,False,False,False,False,False,Low
13159,chr13,49110340,49110363,"pt212_lo,pt87_lo","pt212_lo_11840,pt87_lo_12454",+,2,2,0,2,13159,2.412862209190972,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5311110136765027,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_014923),35,ENSG00000102531,FNDC3A,fibronectin type III domain containing 3A,protein-coding,promoter-TSS,0.02,0.357737,False,False,False,True,False,False,False,Low
13169,chr13,49444274,49444276,"pt212_lo,pt214_lo","pt212_lo_11842,pt214_lo_12565",+,2,2,0,2,13169,0.0,0.0,0.0,0.0,3.7501846711625895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5913413495881406,3.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_135324),1,,SETDB2-PHF11,SETDB2-PHF11 readthrough,protein-coding,promoter-TSS,0.065,0.615641,False,False,False,False,False,False,False,Low
13183,chr13,49997075,49997088,"pt212_lo,pt221_lo","pt212_lo_11845,pt221_lo_8209",+,2,2,0,2,13183,0.0,0.0,0.0,0.0,0.0,0.0,4.9086061067787305,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707443598995652,2.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_213590),40,ENSG00000204977,TRIM13,tripartite motif containing 13,protein-coding,promoter-TSS,0.105,0.742097,False,False,False,False,False,False,False,Low
13199,chr13,51445190,51445214,"pt212_lo,pt87_lo","pt212_lo_12023,pt87_lo_12621",-,2,2,0,2,13199,2.753798419061131,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1926857890837947,2.0,0.0,0.0,0.0,0.0,"3' UTR (NM_001039938, exon 3 of 3)",7834,ENSG00000102786,INTS6,integrator complex subunit 6,protein-coding,3' UTR,0.005,0.31614,False,False,False,False,False,False,False,Low
13211,chr13,52079523,52079541,"pt214_lo,pt226_lo","pt214_lo_12574,pt226_lo_8618",+,2,2,0,2,13211,0.0,0.0,0.0,0.0,5.36088040279988,2.0,0.0,0.0,2.797663587713621,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"intron (NM_001365552, intron 17 of 23)",-49363,ENSG00000273523,LOC101929657,uncharacterized LOC101929657,ncRNA,intron,0.031667,0.519135,False,False,False,False,False,False,False,Low
13250,chr13,73062297,73062325,"pt214_lo,pt226_lo,pt87_lo","pt214_lo_12590,pt226_lo_8625,pt87_lo_12477",+,3,3,0,3,13250,6.117525136469419,2.0,0.0,0.0,2.736620475932,2.0,0.0,0.0,3.1154600173236,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_001730, exon 2 of 4)",3306,ENSG00000102554,KLF5,Kruppel like factor 5,protein-coding,exon,0.018333,0.475874,False,True,False,False,False,False,False,Low
